customer_id,age,tenure_months,num_products,has_credit_card,is_active_member,estimated_monthly_salary_zmw,balance_zmw,credit_score,num_complaints_last_year,avg_monthly_transactions,digital_engagement_score,churned
CUST-00356,62,49,2,1,1,12535.96,14223.46,610,0,16,38.1,0
CUST-00357,27,56,3,1,1,10111.28,13982.64,553,0,32,51.2,0
CUST-00358,43,62,1,1,1,1500.0,8935.24,646,1,16,80.3,0
CUST-00359,43,70,2,1,1,18746.79,4437.22,717,0,21,36.0,0
CUST-00360,28,109,2,1,1,12753.93,17167.09,536,0,5,60.1,0
CUST-00361,64,4,2,1,1,11242.0,11356.59,475,0,5,60.5,1
CUST-00362,33,102,3,0,0,9803.93,3455.61,598,1,21,51.2,0
CUST-00363,31,70,2,1,1,7678.82,26605.83,581,1,16,28.6,1
CUST-00364,43,48,2,1,1,13068.26,8864.92,645,0,14,43.9,1
CUST-00365,52,8,1,1,1,8959.31,47747.05,725,0,7,30.4,0
CUST-00366,33,51,2,1,0,3028.32,29771.59,594,0,7,67.1,0
CUST-00367,33,67,4,1,1,13911.85,15192.62,703,2,8,79.7,0
CUST-00368,46,47,3,1,0,11989.76,29860.77,620,0,10,48.2,0
CUST-00369,23,35,1,1,1,2248.01,4025.78,588,0,11,53.6,0
CUST-00370,31,31,2,1,1,12824.91,11228.71,670,0,4,47.1,0
CUST-00371,30,25,3,1,0,8842.93,4724.23,649,0,10,39.8,1
CUST-00372,35,68,3,1,1,1500.0,8790.76,639,0,11,75.4,0
CUST-00373,38,66,1,1,0,7900.22,25345.78,587,0,16,75.8,0
CUST-00374,62,77,1,1,0,11441.28,5377.91,750,0,14,54.1,0
CUST-00375,51,25,2,0,1,11852.05,11806.99,691,0,8,45.9,1
CUST-00376,40,88,3,1,0,19304.83,20139.57,757,1,14,19.1,1
CUST-00377,37,123,1,1,1,9479.66,0.0,607,0,1,62.2,0
CUST-00378,50,51,2,1,0,4022.43,9759.6,781,0,11,42.4,1
CUST-00379,45,83,3,1,1,3324.62,14452.6,643,1,24,95.1,0
CUST-00380,51,9,2,1,1,7098.45,28084.85,677,1,3,70.8,0
CUST-00381,57,120,1,1,1,10191.15,22365.71,522,0,17,23.9,0
CUST-00382,28,67,1,1,0,1500.0,5556.07,743,0,12,75.1,0
CUST-00383,18,85,1,1,0,11868.52,34391.56,624,0,14,32.4,1
CUST-00384,40,57,3,0,0,5964.06,28027.95,706,0,14,49.7,0
CUST-00385,41,1,2,1,1,8460.9,14006.53,482,1,8,22.7,0
CUST-00386,43,63,2,1,1,7130.28,81.33,628,0,17,68.1,1
CUST-00387,33,48,1,1,0,4815.39,1527.76,627,0,12,86.6,0
CUST-00388,37,76,2,1,1,4696.25,21932.94,713,1,12,53.1,0
CUST-00389,47,23,1,1,1,9747.83,0.0,742,0,20,92.6,1
CUST-00390,47,1,2,0,0,6390.73,31630.17,648,0,22,41.6,1
CUST-00391,56,46,1,0,1,11424.01,0.0,713,0,21,54.0,1
CUST-00392,18,38,3,1,0,9872.26,10364.67,719,1,11,30.5,1
CUST-00393,20,70,2,0,0,11701.25,6001.46,724,1,26,39.2,0
CUST-00394,58,22,1,1,1,2395.1,8821.71,800,1,13,71.1,1
CUST-00395,47,37,2,0,0,3425.67,4282.86,770,1,5,79.8,0
CUST-00396,50,37,1,1,0,12042.53,1053.41,626,0,11,43.0,0
CUST-00397,37,26,1,1,1,6594.51,25566.45,698,0,9,13.5,0
CUST-00398,34,65,2,1,1,16133.8,0.0,578,1,15,89.7,0
CUST-00399,42,40,1,1,0,7046.78,32759.33,541,0,10,66.7,0
CUST-00400,29,33,1,1,0,6430.93,3898.65,688,0,15,73.6,1
CUST-00401,22,28,1,1,0,5394.88,12893.64,759,1,17,56.4,0
CUST-00402,27,39,3,1,0,11885.12,27934.25,692,0,0,69.9,1
CUST-00403,41,94,1,1,0,4760.14,30841.25,562,1,14,57.6,0
CUST-00404,48,41,1,1,0,1848.23,31095.37,665,0,16,62.8,0
CUST-00405,60,28,2,0,1,3123.62,11869.21,598,1,17,56.8,1
CUST-00406,44,51,1,1,0,15266.3,31181.33,560,0,16,50.9,0
CUST-00407,46,72,2,0,1,17767.81,8800.49,585,0,7,46.8,0
CUST-00408,60,48,1,1,0,9501.5,0.0,715,1,12,80.5,0
CUST-00409,31,61,1,1,0,3663.82,15198.75,651,2,19,69.2,1
CUST-00410,28,67,1,0,1,5920.24,0.0,587,0,5,66.8,0
CUST-00411,34,71,3,1,1,10371.21,23733.05,814,2,13,34.5,0
CUST-00412,39,55,3,1,1,12308.43,18001.26,597,0,25,36.2,0
CUST-00413,64,7,1,0,0,12017.22,10612.12,713,1,18,65.4,1
CUST-00414,36,45,3,0,1,9529.5,0.0,716,0,10,40.2,0
CUST-00415,56,29,3,1,1,10049.08,19728.67,593,0,11,41.8,1
CUST-00416,34,70,1,1,1,11877.2,11556.44,535,0,9,38.2,0
CUST-00417,46,87,3,0,1,11211.57,0.0,608,0,22,90.5,0
CUST-00418,48,37,2,0,0,2726.4,3830.63,680,1,9,48.5,1
CUST-00419,46,70,1,1,1,10273.81,20877.15,604,0,15,72.1,0
CUST-00420,49,59,1,1,0,13748.13,22778.46,687,1,4,36.0,1
CUST-00421,32,41,2,0,0,14230.93,0.0,686,1,13,100.0,1
CUST-00422,57,90,1,1,0,14621.42,38501.49,804,0,17,54.1,0
CUST-00423,52,34,1,1,1,10297.6,0.0,616,0,10,62.7,0
CUST-00424,32,28,2,1,1,15989.94,4861.56,624,0,7,69.0,0
CUST-00425,46,22,1,1,1,5184.05,0.0,678,0,8,63.0,0
CUST-00426,27,80,3,1,0,4916.75,28397.85,631,1,19,52.0,0
CUST-00427,41,26,1,0,1,13490.11,10077.32,575,0,14,38.7,0
CUST-00428,26,26,1,1,1,11826.05,8493.94,661,0,4,52.3,1
CUST-00429,49,80,3,1,1,10559.37,8936.93,606,0,14,70.4,0
CUST-00430,76,59,1,0,1,11494.07,12010.47,651,0,22,65.9,0
CUST-00431,58,43,2,1,1,10105.33,2946.59,671,0,28,53.9,0
CUST-00432,49,23,2,1,1,13485.81,1699.06,639,0,18,58.0,0
CUST-00433,29,55,2,0,1,5559.2,0.0,648,0,18,68.1,1
CUST-00434,45,16,2,1,1,8186.36,3107.92,611,0,14,53.7,1
CUST-00435,54,54,3,0,0,4852.59,28226.9,624,0,20,35.1,0
CUST-00436,39,52,3,1,0,15182.78,32791.11,663,1,18,72.9,0
CUST-00437,42,46,2,0,1,9515.27,18754.67,725,0,13,66.7,0
CUST-00438,20,54,3,1,0,11806.75,0.0,673,0,6,34.0,0
CUST-00439,30,66,3,1,0,10740.42,12698.9,649,0,15,52.6,0
CUST-00440,18,1,3,1,0,11020.57,0.0,581,0,13,38.2,0
CUST-00441,63,17,2,1,0,9682.82,13327.78,569,0,10,26.6,0
CUST-00442,46,70,1,1,0,9041.66,12973.33,602,0,12,43.6,0
CUST-00443,49,43,1,0,0,8635.68,29976.38,578,0,15,57.6,0
CUST-00444,38,73,1,0,1,11169.57,903.88,589,0,17,54.2,1
CUST-00445,22,99,1,0,0,18407.34,17676.67,589,0,13,85.1,0
CUST-00446,42,94,2,1,1,13754.47,26680.09,581,1,11,55.1,0
CUST-00447,32,78,1,0,0,7213.65,17023.13,675,0,3,50.4,0
CUST-00448,28,51,1,1,1,6289.93,17796.06,635,0,14,55.5,1
CUST-00449,41,84,1,1,0,7355.03,0.0,696,1,9,59.1,1
CUST-00450,41,30,2,0,0,13494.86,12914.21,713,0,18,62.4,0
CUST-00451,38,54,1,1,0,9904.4,33282.24,598,0,23,63.9,0
CUST-00452,31,41,2,1,0,2268.75,0.0,751,0,13,31.5,1
CUST-00453,28,34,1,1,1,13079.89,4769.74,653,1,6,45.7,1
CUST-00454,40,26,4,0,1,2266.45,8591.27,721,0,10,37.0,1
CUST-00455,55,61,1,1,0,17981.09,17238.87,689,0,13,57.1,1
CUST-00456,21,3,1,1,0,7646.5,5706.92,657,0,23,27.6,1
CUST-00457,32,1,1,1,1,5869.65,21707.76,655,0,3,25.5,1
CUST-00458,38,78,1,1,1,2359.37,8295.3,736,1,7,41.7,0
CUST-00459,38,60,2,1,0,15068.26,7850.57,773,0,7,63.7,1
CUST-00460,33,73,1,0,0,19156.62,14321.24,632,0,11,53.5,0
CUST-00461,63,45,3,1,0,8745.41,13649.98,602,1,16,92.0,0
CUST-00462,45,62,1,0,1,9561.7,15167.47,642,3,10,92.5,0
CUST-00463,28,34,2,1,0,11168.7,17497.18,526,0,11,69.3,0
CUST-00464,18,33,1,0,1,4544.91,42198.03,628,0,18,59.2,0
CUST-00465,38,15,1,1,1,10924.74,11602.93,770,0,5,40.9,0
CUST-00466,58,102,3,1,0,18366.31,4291.4,674,1,10,57.9,0
CUST-00467,42,20,1,0,1,10243.05,34583.34,628,0,17,60.8,1
CUST-00468,18,95,3,0,0,12067.47,0.0,637,1,22,4.2,1
CUST-00469,23,12,2,1,1,5736.7,27941.7,629,0,16,30.6,0
CUST-00470,41,21,2,0,0,1500.0,19690.93,650,0,0,4.2,0
CUST-00471,53,84,1,1,1,3447.24,32979.45,757,0,4,53.0,0
CUST-00472,42,65,2,1,0,12347.56,26111.43,672,0,13,78.2,0
CUST-00473,42,60,2,0,0,18818.09,23544.12,687,0,17,98.4,0
CUST-00474,53,21,1,1,1,11140.14,19392.74,557,0,14,9.7,0
CUST-00475,55,77,4,1,0,4831.17,5308.14,552,0,8,61.4,1
CUST-00476,32,23,2,1,1,6908.65,0.0,614,0,8,64.4,0
CUST-00477,45,57,3,0,0,10964.12,7610.12,722,4,7,19.6,1
CUST-00478,29,27,1,1,1,10536.71,7924.69,662,0,17,33.0,0
CUST-00479,27,94,2,1,1,8061.55,28501.47,691,0,4,8.9,0
CUST-00480,47,60,2,1,0,11191.31,3713.95,629,1,16,51.7,1
CUST-00481,23,88,1,1,0,11218.57,17465.83,713,0,8,44.4,0
CUST-00482,42,44,1,0,1,4388.54,0.0,676,0,6,61.8,1
CUST-00483,44,27,1,1,1,12146.81,21102.95,793,0,10,59.2,0
CUST-00484,50,7,3,1,0,7481.64,21784.62,724,0,17,55.6,1
CUST-00485,26,56,1,0,0,9626.47,7604.62,633,0,17,36.5,1
CUST-00486,45,84,1,0,1,8056.95,23157.35,662,1,6,64.5,0
CUST-00487,38,64,1,1,1,12380.34,2404.29,716,0,8,78.5,0
CUST-00488,58,27,1,0,0,3769.37,15356.6,712,1,13,88.9,0
CUST-00489,31,35,1,0,0,6392.03,7048.97,630,0,17,44.3,0
CUST-00490,27,35,1,0,0,5820.94,14092.89,696,1,15,54.8,1
CUST-00491,46,47,1,0,1,8667.75,9185.61,731,1,12,57.4,1
CUST-00492,30,69,2,1,0,3908.97,5654.09,705,0,9,78.2,0
CUST-00493,24,52,3,1,1,15181.09,25902.45,590,0,7,60.9,0
CUST-00494,51,69,4,0,1,13042.52,20533.02,585,0,16,49.7,0
CUST-00495,45,61,1,1,1,12365.23,25294.79,645,1,15,80.5,0
CUST-00496,18,18,2,1,0,10084.91,9474.56,561,0,10,83.9,1
CUST-00497,29,51,2,1,0,20278.93,13457.53,718,0,6,27.0,0
CUST-00498,27,18,1,0,0,12028.61,525.89,694,0,17,71.8,1
CUST-00499,48,51,3,1,1,5806.11,5034.05,804,0,13,40.9,0
CUST-00500,58,61,3,1,0,7243.65,25259.14,589,0,10,51.7,0
CUST-00501,65,25,1,1,1,1500.0,5061.18,643,1,18,42.8,1
CUST-00502,48,9,4,1,0,7968.56,0.0,689,0,17,49.3,1
CUST-00503,27,54,2,1,0,13175.44,4582.55,439,2,12,68.9,1
CUST-00504,26,45,1,1,1,15524.19,5416.0,606,1,20,36.8,0
CUST-00505,29,83,1,1,1,2879.97,1059.23,589,1,16,26.7,0
CUST-00506,46,29,2,1,0,15829.73,11845.63,774,0,21,31.5,1
CUST-00507,55,97,1,1,0,5722.35,16848.59,658,1,16,57.8,0
CUST-00508,18,68,1,0,1,8143.18,4146.48,617,1,26,60.0,1
CUST-00509,47,3,2,1,0,7493.99,17517.08,549,1,14,33.0,0
CUST-00510,51,28,2,1,1,11587.35,17921.87,777,1,12,57.5,1
CUST-00511,44,49,3,0,0,19582.14,36804.57,547,1,14,25.6,0
CUST-00512,79,45,1,1,1,15806.86,6720.91,590,0,11,50.1,1
CUST-00513,46,22,1,1,1,17636.32,19457.56,651,0,12,27.3,0
CUST-00514,40,1,1,1,0,9420.78,17728.89,621,1,10,40.8,1
CUST-00515,47,39,3,1,0,14072.53,15128.91,672,0,7,69.4,1
CUST-00516,33,41,2,1,1,8078.89,33662.1,656,0,14,75.2,0
CUST-00517,27,65,1,1,1,1873.32,9232.9,680,0,10,51.8,0
CUST-00518,45,54,1,1,0,10411.09,18922.74,713,1,16,39.0,0
CUST-00519,54,16,1,1,0,10389.07,14241.81,765,1,8,79.7,0
CUST-00520,37,71,1,1,1,1500.0,29686.68,630,0,12,23.7,0
CUST-00521,51,30,1,0,1,10136.97,16289.85,476,0,24,27.3,0
CUST-00522,35,77,2,1,0,11193.93,0.0,609,0,8,31.7,0
CUST-00523,60,34,1,1,0,1500.0,21843.26,732,0,16,79.1,0
CUST-00524,43,32,1,1,1,8501.47,14409.82,626,0,21,50.2,0
CUST-00525,46,48,2,1,1,7255.08,13724.1,642,0,18,39.7,1
CUST-00526,49,71,2,1,1,13798.0,2280.51,679,0,1,52.7,0
CUST-00527,24,56,2,1,1,1500.0,27905.55,753,0,16,66.1,1
CUST-00528,38,9,2,0,1,12461.41,21732.18,637,0,18,49.6,0
CUST-00529,62,77,4,0,0,9163.84,0.0,653,0,17,71.8,0
CUST-00530,40,28,2,0,1,13565.42,23071.99,655,1,9,67.4,0
CUST-00531,57,5,1,1,1,12166.06,24198.57,703,1,12,40.2,0
CUST-00532,51,1,4,1,1,3294.85,24178.75,749,1,16,48.2,1
CUST-00533,18,87,2,1,0,1500.0,9123.25,811,1,5,61.6,0
CUST-00534,48,94,2,1,1,1500.0,6079.43,678,0,13,62.5,0
CUST-00535,27,32,3,0,1,11098.39,28554.32,591,2,11,20.0,0
CUST-00536,43,39,3,0,0,1500.0,10010.23,687,1,5,24.9,1
CUST-00537,35,46,1,1,1,12249.64,16118.35,455,0,17,76.2,0
CUST-00538,40,11,1,1,1,14646.27,0.0,453,1,5,35.1,0
CUST-00539,39,52,2,0,0,9095.5,8082.41,574,1,2,52.2,1
CUST-00540,43,65,2,1,0,17674.01,17570.21,653,1,14,90.5,0
CUST-00541,35,35,1,1,0,8768.39,17315.84,588,0,15,44.4,1
CUST-00542,24,55,1,1,0,22336.18,0.0,752,0,4,66.0,1
CUST-00543,28,36,1,1,0,9906.46,28554.4,780,0,22,93.3,0
CUST-00544,51,78,2,1,0,1500.0,12399.6,713,0,1,69.9,0
CUST-00545,61,21,4,0,0,6345.24,2789.18,633,0,10,67.3,0
CUST-00546,43,34,1,1,1,1500.0,17772.48,613,1,2,42.4,0
CUST-00547,50,91,3,1,1,5911.13,24832.21,664,1,11,91.1,0
CUST-00548,52,53,2,1,0,19933.49,8029.23,787,1,17,54.5,0
CUST-00549,24,120,1,1,0,1783.33,0.0,543,1,16,55.6,0
CUST-00550,18,70,3,1,0,9999.58,18840.47,614,0,10,33.6,0
CUST-00551,39,83,4,0,0,7624.55,20492.55,677,1,9,44.4,0
CUST-00552,18,67,3,1,0,13110.16,20865.64,680,0,16,52.4,0
CUST-00553,37,25,2,1,0,6072.97,23210.14,589,0,12,67.3,0
CUST-00554,22,76,1,1,1,10004.99,32446.54,644,0,16,73.2,0
CUST-00555,33,18,4,0,0,11506.75,0.0,666,0,9,73.3,1
CUST-00556,31,1,2,0,0,5176.17,19037.12,603,2,16,33.9,1
CUST-00557,46,60,4,1,0,11486.98,29123.82,718,1,17,51.9,1
CUST-00558,32,78,1,1,1,4902.15,35108.42,647,0,15,44.6,0
CUST-00559,26,85,2,1,1,9533.09,8709.52,757,1,9,96.0,0
CUST-00560,41,60,4,1,1,8225.23,0.0,658,0,23,68.8,0
CUST-00561,76,46,1,0,1,15046.09,18212.35,742,1,16,45.8,0
CUST-00562,46,44,2,1,1,12856.7,7677.03,622,1,2,42.5,0
CUST-00563,18,64,1,1,1,9413.75,21073.91,697,2,23,33.4,1
CUST-00564,41,78,1,1,1,6456.08,33460.49,484,1,11,61.4,0
CUST-00565,71,49,1,1,1,9587.33,9658.77,622,1,14,45.9,0
CUST-00566,42,67,2,0,0,11926.38,8624.43,579,1,19,1.3,1
CUST-00567,55,83,2,0,0,2875.75,0.0,746,0,11,45.9,0
CUST-00568,53,84,2,0,0,5686.49,9171.81,698,1,6,74.2,0
CUST-00569,54,83,1,1,0,9373.41,25899.37,683,0,7,49.6,0
CUST-00570,53,73,2,1,1,10231.58,1673.91,542,1,7,100.0,0
CUST-00571,43,100,1,0,1,11816.79,16851.44,681,0,24,54.2,0
CUST-00572,38,22,2,1,1,9939.83,17586.01,658,1,5,73.8,0
CUST-00573,37,98,3,1,1,8644.82,4158.39,565,0,18,66.9,1
CUST-00574,41,50,1,0,0,7193.22,33856.78,683,0,18,58.9,1
CUST-00575,45,2,4,1,1,11919.61,0.0,746,3,10,36.6,1
CUST-00576,25,52,2,0,1,4596.9,16729.82,633,3,0,49.3,0
CUST-00577,37,58,3,1,0,9920.0,15890.2,730,0,5,61.0,0
CUST-00578,40,8,2,1,0,12080.41,20792.5,681,0,4,62.4,0
CUST-00579,41,49,3,1,0,4974.77,30221.05,667,0,13,8.7,0
CUST-00580,36,1,2,1,0,6786.49,52073.56,610,1,2,63.2,1
CUST-00581,50,99,1,1,1,21027.38,27507.0,727,0,12,65.1,0
CUST-00582,39,40,1,0,1,16098.42,11806.18,549,0,1,37.4,0
CUST-00583,35,48,3,0,0,13159.57,5947.08,716,2,10,53.3,1
CUST-00584,25,77,1,1,1,16533.64,31160.42,622,1,11,81.1,0
CUST-00585,31,48,3,1,1,8741.46,26228.24,617,1,13,33.2,1
CUST-00586,43,10,3,1,1,16681.71,0.0,648,0,9,54.1,1
CUST-00587,41,1,2,1,1,8533.65,0.0,587,0,5,55.2,1
CUST-00588,18,68,1,0,0,12555.9,12449.04,782,1,14,49.8,1
CUST-00589,51,72,3,1,0,8059.92,0.0,600,0,13,53.0,0
CUST-00590,32,35,2,0,0,4016.81,40384.44,830,1,11,59.1,1
CUST-00591,29,1,2,0,1,9277.49,52331.86,655,0,8,86.7,0
CUST-00592,53,58,2,1,0,13096.25,21406.44,559,0,5,60.5,1
CUST-00593,54,47,1,0,0,7590.02,23798.73,598,0,16,45.1,0
CUST-00594,31,66,2,1,1,12003.59,20708.91,623,2,20,38.1,0
CUST-00595,36,24,2,1,0,1500.0,26003.85,610,0,14,61.4,0
CUST-00596,25,1,1,1,0,7027.16,0.0,517,0,10,32.6,0
CUST-00597,50,32,3,1,0,8633.19,28985.71,625,1,3,63.3,1
CUST-00598,51,71,1,0,0,3125.64,25438.47,816,1,16,47.3,1
CUST-00599,35,79,1,1,1,14998.62,9739.38,520,0,18,61.5,1
CUST-00600,57,38,1,1,0,12617.97,28139.16,641,1,12,53.0,1
CUST-00601,51,31,4,1,1,11962.6,18434.37,693,0,6,58.3,0
CUST-00602,39,1,1,0,1,5541.17,15231.73,656,0,4,47.4,1
CUST-00603,49,84,2,1,1,22450.29,18030.03,710,0,20,46.3,0
CUST-00604,20,34,1,1,1,7710.54,16298.73,587,0,1,79.1,1
CUST-00605,37,26,1,1,1,9240.64,3599.53,680,1,9,48.4,0
CUST-00606,43,21,3,1,1,12781.28,11052.68,667,1,24,50.8,0
CUST-00607,40,36,2,0,1,8599.11,14436.79,660,0,0,60.0,0
CUST-00608,65,60,2,1,1,12928.76,1672.13,520,1,7,34.4,0
CUST-00609,44,36,4,0,1,14536.9,3300.47,672,0,6,47.4,0
CUST-00610,44,88,2,1,1,8213.38,25285.58,802,0,13,56.4,0
CUST-00611,24,67,1,1,1,2184.12,20111.21,669,0,13,16.9,0
CUST-00612,38,59,2,1,1,7526.36,12284.42,553,1,14,62.1,0
CUST-00613,31,87,2,1,1,10598.53,7907.59,806,1,13,40.9,1
CUST-00614,68,12,1,0,0,13867.75,53693.22,664,0,9,35.3,0
CUST-00615,35,52,4,1,1,8513.78,24282.86,698,1,0,61.2,0
CUST-00616,41,72,3,1,1,10923.36,39775.63,655,0,9,47.9,0
CUST-00617,55,72,2,0,0,14451.33,14600.91,447,0,20,79.0,1
CUST-00618,48,35,1,1,1,18888.5,14777.34,665,0,12,43.8,0
CUST-00619,23,12,2,0,1,15554.02,18341.65,686,1,15,63.5,1
CUST-00620,48,1,2,1,1,9925.08,10592.31,803,0,20,49.7,1
CUST-00621,49,63,1,0,0,18675.88,18806.81,746,0,16,41.7,1
CUST-00622,38,45,2,0,0,9748.27,9722.32,729,0,7,60.6,0
CUST-00623,46,43,3,1,0,4393.82,5607.5,588,0,3,50.0,0
CUST-00624,41,53,2,0,1,6731.76,8387.81,649,0,11,23.1,0
CUST-00625,23,46,2,1,1,15319.71,10683.89,594,0,17,54.1,1
CUST-00626,33,33,1,1,1,9179.17,8727.09,603,0,14,85.0,1
CUST-00627,40,70,3,0,0,7708.16,13719.96,711,1,9,93.3,0
CUST-00628,33,8,1,1,1,9215.52,30162.68,733,3,1,59.5,1
CUST-00629,46,14,1,1,0,9850.94,24446.17,652,0,19,68.1,0
CUST-00630,52,9,2,0,0,3152.01,28279.11,551,0,14,58.1,0
CUST-00631,43,38,2,1,0,13693.96,8777.36,676,1,6,29.6,0
CUST-00632,36,67,1,1,1,9029.22,26949.38,733,0,12,1.3,0
CUST-00633,56,25,3,1,0,5930.5,39318.93,668,1,19,78.0,0
CUST-00634,42,52,2,1,1,4647.72,17912.32,644,0,16,51.3,0
CUST-00635,44,76,1,1,1,10598.85,33040.25,689,0,3,68.6,0
CUST-00636,31,101,1,1,1,8763.34,17682.36,684,0,4,46.2,0
CUST-00637,37,74,1,1,1,8952.12,0.0,721,1,3,37.8,0
CUST-00638,52,33,2,1,1,18330.4,23436.92,658,0,9,83.6,0
CUST-00639,49,3,1,1,1,13000.99,16160.63,748,0,17,18.0,0
CUST-00640,38,1,1,1,0,1500.0,15702.5,781,0,14,65.3,0
CUST-00641,40,31,2,1,1,9428.12,14752.83,607,0,27,76.8,0
CUST-00642,42,52,1,1,0,5711.92,6181.07,670,0,11,67.9,0
CUST-00643,29,35,2,0,1,5091.93,12672.5,649,0,14,28.5,0
CUST-00644,38,107,3,0,0,7445.17,14450.29,748,0,22,43.6,0
CUST-00645,34,10,2,0,1,10403.5,37355.57,601,0,8,60.5,0
CUST-00646,23,30,1,1,1,6884.17,0.0,625,0,22,49.7,0
CUST-00647,42,1,1,0,0,14815.08,6184.64,572,0,6,71.5,1
CUST-00648,38,83,2,0,1,9832.93,21996.98,662,1,18,72.5,0
CUST-00649,22,30,1,1,0,17369.87,26152.13,663,0,17,78.6,1
CUST-00650,30,1,2,0,1,12544.65,28775.43,678,0,5,67.6,0
CUST-00651,39,43,2,1,0,1691.34,16752.46,650,0,8,36.9,1
CUST-00652,18,92,2,1,0,10152.28,16816.32,623,0,8,32.1,1
CUST-00653,42,107,1,1,1,8150.75,0.0,760,2,8,56.6,0
CUST-00654,43,41,1,1,1,6505.6,3571.45,608,1,24,42.9,1
CUST-00655,48,67,1,0,0,7273.47,31207.01,607,3,12,79.3,0
CUST-00656,33,35,1,1,0,10901.16,17636.32,538,0,15,65.0,0
CUST-00657,23,41,2,1,1,6601.56,20111.12,664,0,3,90.9,0
CUST-00658,48,32,1,0,0,1500.0,21610.65,555,0,0,63.3,1
CUST-00659,24,95,1,1,1,3896.58,30410.18,634,0,16,59.6,0
CUST-00660,46,27,1,1,1,8548.2,16133.86,597,0,26,75.9,0
CUST-00661,32,1,1,1,0,10533.49,5271.68,602,0,14,43.8,0
CUST-00662,28,14,1,0,1,13586.0,18927.36,766,1,14,57.2,1
CUST-00663,44,29,2,1,1,12689.88,9107.09,671,1,12,39.0,1
CUST-00664,53,53,2,0,0,7750.59,3114.19,698,0,15,78.9,0
CUST-00665,38,31,1,1,0,10822.97,25716.61,597,0,9,47.1,1
CUST-00666,37,54,3,1,1,5433.26,4211.12,632,0,13,54.7,0
CUST-00667,20,54,2,1,0,7295.69,4892.3,627,1,0,44.3,0
CUST-00668,50,37,1,0,0,14612.39,19045.09,497,1,14,15.9,0
CUST-00669,41,68,2,1,1,4768.12,28781.92,611,0,6,56.2,0
CUST-00670,37,20,3,0,0,17519.26,28486.92,574,1,12,41.1,0
CUST-00671,56,17,2,1,1,9781.01,2945.27,793,0,11,79.1,0
CUST-00672,21,76,1,0,0,8335.8,19244.37,624,0,9,84.8,1
CUST-00673,34,50,2,1,0,3372.45,20924.79,748,0,16,65.8,1
CUST-00674,40,1,2,0,1,10626.62,13682.52,747,0,15,27.5,0
CUST-00675,36,34,1,1,0,8321.74,9283.97,633,1,6,69.4,0
CUST-00676,18,64,2,1,1,9805.69,0.0,635,0,18,30.8,0
CUST-00677,44,92,2,1,1,11037.61,39402.79,595,1,3,45.2,0
CUST-00678,40,68,3,0,1,10908.33,48.15,674,0,15,69.3,0
CUST-00679,52,57,1,0,1,14517.66,44628.95,748,0,15,7.1,0
CUST-00680,64,79,3,1,1,5266.59,0.0,645,2,16,73.7,0
CUST-00681,38,78,2,1,1,11460.58,7233.98,595,0,6,59.2,0
CUST-00682,45,82,2,1,1,4761.48,42316.11,794,0,19,45.4,0
CUST-00683,43,14,3,0,1,4558.27,2054.62,497,0,15,48.1,1
CUST-00684,42,45,4,1,1,10222.05,23957.37,748,1,17,0.0,1
CUST-00685,38,3,2,0,0,11539.05,11844.78,783,1,10,45.3,1
CUST-00686,45,79,3,0,1,16074.45,16745.65,651,1,5,45.7,0
CUST-00687,54,28,1,1,1,1500.0,12881.89,522,0,4,29.2,1
CUST-00688,30,17,1,1,0,2622.96,11016.06,628,0,17,42.6,0
CUST-00689,63,102,2,0,1,15253.48,3855.23,741,0,11,43.7,0
CUST-00690,46,15,2,1,0,9464.47,6225.79,794,2,18,57.5,0
CUST-00691,44,36,1,1,1,13739.17,19288.87,728,0,24,51.7,0
CUST-00692,18,47,2,1,1,6851.57,16050.6,688,0,15,65.8,0
CUST-00693,40,42,1,1,1,13102.79,13829.07,605,0,11,36.6,1
CUST-00694,28,81,2,0,1,15474.18,18667.35,601,0,23,20.0,0
CUST-00695,47,65,1,1,0,1500.0,8879.16,701,0,11,52.4,0
CUST-00696,51,18,2,1,0,3324.7,11387.02,769,0,5,21.2,0
CUST-00697,54,71,4,1,0,6899.93,7284.35,599,0,19,42.0,1
CUST-00698,38,39,1,1,0,13027.7,27365.43,633,0,20,49.5,1
CUST-00699,39,30,2,1,0,11475.75,18916.68,712,1,11,100.0,0
CUST-00700,45,65,4,1,1,14221.38,0.0,625,0,18,48.7,1
CUST-00701,18,60,2,1,1,8664.38,17061.56,776,1,0,18.0,0
CUST-00702,35,51,1,1,0,8472.59,27186.18,731,0,16,25.4,0
CUST-00703,33,22,1,0,0,9976.81,11440.6,542,0,14,68.0,1
CUST-00704,46,50,3,1,0,9188.2,12367.39,687,0,17,68.5,0
CUST-00705,35,11,1,1,1,6681.66,0.0,752,0,13,66.6,0
CUST-00706,49,70,1,1,1,7170.1,20482.49,746,0,22,46.9,0
CUST-00707,38,38,3,1,1,10613.58,24723.47,716,1,6,72.7,0
CUST-00708,50,44,3,1,1,6066.21,30763.98,555,0,3,44.1,1
CUST-00709,67,67,1,1,0,15328.35,10437.48,487,0,22,67.4,1
CUST-00710,59,41,1,1,1,12852.4,9668.05,733,1,12,69.9,1
CUST-00711,51,61,1,1,0,4669.63,0.0,804,0,9,28.6,0
CUST-00712,54,25,2,1,1,5360.3,1889.75,693,0,5,73.6,0
